,block,site,year,plot,experiment,treatment,date,format,gcc_mean,doy,dom,month,nitrogen,deluge.date.1,deluge.date.2
1801,e,sgs,2022,40,change,n,8/5/2022,JPEG,0.335845734,217,5,8,10,6/23/2022,6/24/2022
1804,e,sgs,2022,40,change,n,7/5/2022,JPEG,0.335760058,186,5,7,10,6/23/2022,6/24/2022
1805,e,sgs,2022,40,change,n,7/8/2022,JPEG,0.337094708,189,8,7,10,6/23/2022,6/24/2022
1807,e,sgs,2022,40,change,n,8/26/2022,JPEG,0.337125279,238,26,8,10,6/23/2022,6/24/2022
1809,e,sgs,2022,40,change,n,7/17/2022,JPEG,0.334704776,198,17,7,10,6/23/2022,6/24/2022
1811,e,sgs,2022,40,change,n,7/11/2022,JPEG,0.336860051,192,11,7,10,6/23/2022,6/24/2022
1893,f,sgs,2022,41,change,n,6/29/2022,JPEG,0.33447903,180,29,6,20,6/23/2022,6/24/2022
1899,f,sgs,2022,41,change,n,7/14/2022,JPEG,0.335021825,195,14,7,20,6/23/2022,6/24/2022
1900,f,sgs,2022,41,change,n,7/8/2022,JPEG,0.336492037,189,8,7,20,6/23/2022,6/24/2022
1901,f,sgs,2022,41,change,n,7/1/2022,JPEG,0.336063295,182,1,7,20,6/23/2022,6/24/2022
1903,f,sgs,2022,41,change,n,6/25/2022,JPEG,0.337317618,176,25,6,20,6/23/2022,6/24/2022
1908,f,sgs,2022,42,change,n,8/5/2022,JPEG,0.337308387,217,5,8,30,6/23/2022,6/24/2022
1912,f,sgs,2022,42,change,n,7/23/2022,JPEG,0.335889678,204,23,7,30,6/23/2022,6/24/2022
1914,f,sgs,2022,42,change,n,8/26/2022,JPEG,0.334143483,238,26,8,30,6/23/2022,6/24/2022
1918,f,sgs,2022,41,change,n,6/27/2022,JPEG,0.334858878,178,27,6,20,6/23/2022,6/24/2022
1919,f,sgs,2022,42,change,n,7/11/2022,JPEG,0.337099832,192,11,7,30,6/23/2022,6/24/2022
1922,f,sgs,2022,42,change,n,7/29/2022,JPEG,0.334303665,210,29,7,30,6/23/2022,6/24/2022
1923,f,sgs,2022,42,change,n,7/14/2022,JPEG,0.335190767,195,14,7,30,6/23/2022,6/24/2022
1924,f,sgs,2022,42,change,n,6/23/2022,JPEG,0.336197186,174,23,6,30,6/23/2022,6/24/2022
1925,f,sgs,2022,42,change,n,6/25/2022,JPEG,0.336704989,176,25,6,30,6/23/2022,6/24/2022
1928,f,sgs,2022,42,change,n,6/29/2022,JPEG,0.334980022,180,29,6,30,6/23/2022,6/24/2022
1929,f,sgs,2022,41,change,n,6/23/2022,JPEG,0.336076336,174,23,6,20,6/23/2022,6/24/2022
1930,f,sgs,2022,42,change,n,7/5/2022,JPEG,0.336142748,186,5,7,30,6/23/2022,6/24/2022
1936,f,sgs,2022,43,change,n,6/23/2022,JPEG,0.33660865,174,23,6,5,6/23/2022,6/24/2022
1937,f,sgs,2022,43,change,n,6/25/2022,JPEG,0.335932344,176,25,6,5,6/23/2022,6/24/2022
1939,f,sgs,2022,43,change,n,6/29/2022,JPEG,0.335463691,180,29,6,5,6/23/2022,6/24/2022
1940,f,sgs,2022,42,change,n,6/27/2022,JPEG,0.333944438,178,27,6,30,6/23/2022,6/24/2022
1949,f,sgs,2022,41,change,n,7/11/2022,JPEG,0.336095,192,11,7,20,6/23/2022,6/24/2022
1951,f,sgs,2022,43,change,n,6/27/2022,JPEG,0.335103518,178,27,6,5,6/23/2022,6/24/2022
1952,f,sgs,2022,41,change,n,7/23/2022,JPEG,0.336562198,204,23,7,20,6/23/2022,6/24/2022
1954,f,sgs,2022,43,change,n,7/1/2022,JPEG,0.335243509,182,1,7,5,6/23/2022,6/24/2022
1956,f,sgs,2022,44,change,n,7/14/2022,JPEG,0.335654657,195,14,7,10,6/23/2022,6/24/2022
1957,f,sgs,2022,44,change,n,6/25/2022,JPEG,0.336446976,176,25,6,10,6/23/2022,6/24/2022
1958,f,sgs,2022,44,change,n,7/11/2022,JPEG,0.336925011,192,11,7,10,6/23/2022,6/24/2022
1959,f,sgs,2022,44,change,n,8/5/2022,JPEG,0.338124321,217,5,8,10,6/23/2022,6/24/2022
1960,f,sgs,2022,44,change,n,7/17/2022,JPEG,0.33463376,198,17,7,10,6/23/2022,6/24/2022
1961,f,sgs,2022,44,change,n,7/20/2022,JPEG,0.336412638,201,20,7,10,6/23/2022,6/24/2022
1962,f,sgs,2022,44,change,n,7/29/2022,JPEG,0.334845693,210,29,7,10,6/23/2022,6/24/2022
1963,f,sgs,2022,44,change,n,6/29/2022,JPEG,0.336257469,180,29,6,10,6/23/2022,6/24/2022
1964,f,sgs,2022,44,change,n,8/26/2022,JPEG,0.335599897,238,26,8,10,6/23/2022,6/24/2022
1966,f,sgs,2022,41,change,n,7/29/2022,JPEG,0.33485762,210,29,7,20,6/23/2022,6/24/2022
1968,f,sgs,2022,44,change,n,6/23/2022,JPEG,0.337123111,174,23,6,10,6/23/2022,6/24/2022
1976,f,sgs,2022,43,change,n,8/26/2022,JPEG,0.336312955,238,26,8,5,6/23/2022,6/24/2022
1979,f,sgs,2022,44,change,n,6/27/2022,JPEG,0.334171316,178,27,6,10,6/23/2022,6/24/2022
1992,f,sgs,2022,42,change,n,7/17/2022,JPEG,0.334047848,198,17,7,30,6/23/2022,6/24/2022
1997,f,sgs,2022,42,change,n,7/1/2022,JPEG,0.335811443,182,1,7,30,6/23/2022,6/24/2022
1999,f,sgs,2022,42,change,n,7/8/2022,JPEG,0.335101205,189,8,7,30,6/23/2022,6/24/2022
2000,f,sgs,2022,45,change,n,7/11/2022,JPEG,0.337069736,192,11,7,0,6/23/2022,6/24/2022
2001,f,sgs,2022,45,change,n,7/17/2022,JPEG,0.3350519,198,17,7,0,6/23/2022,6/24/2022
2004,f,sgs,2022,45,change,n,7/14/2022,JPEG,0.334514712,195,14,7,0,6/23/2022,6/24/2022
2007,f,sgs,2022,45,change,n,7/20/2022,JPEG,0.336022112,201,20,7,0,6/23/2022,6/24/2022
2017,f,sgs,2022,45,change,n,7/29/2022,JPEG,0.335775547,210,29,7,0,6/23/2022,6/24/2022
2018,f,sgs,2022,45,change,n,8/5/2022,JPEG,0.338311127,217,5,8,0,6/23/2022,6/24/2022
2019,f,sgs,2022,45,change,n,8/12/2022,JPEG,0.334592947,224,12,8,0,6/23/2022,6/24/2022
2023,f,sgs,2022,45,change,n,6/27/2022,JPEG,0.334809904,178,27,6,0,6/23/2022,6/24/2022
2024,f,sgs,2022,45,change,n,6/29/2022,JPEG,0.334812483,180,29,6,0,6/23/2022,6/24/2022
2025,f,sgs,2022,45,change,n,7/1/2022,JPEG,0.336807279,182,1,7,0,6/23/2022,6/24/2022
2026,f,sgs,2022,45,change,n,7/5/2022,JPEG,0.335923496,186,5,7,0,6/23/2022,6/24/2022
2027,f,sgs,2022,45,change,n,7/8/2022,JPEG,0.335881873,189,8,7,0,6/23/2022,6/24/2022
2036,f,sgs,2022,43,change,n,7/5/2022,JPEG,0.336255498,186,5,7,5,6/23/2022,6/24/2022
2037,f,sgs,2022,43,change,n,7/8/2022,JPEG,0.335156415,189,8,7,5,6/23/2022,6/24/2022
2038,f,sgs,2022,43,change,n,7/11/2022,JPEG,0.337112711,192,11,7,5,6/23/2022,6/24/2022
2039,f,sgs,2022,43,change,n,7/14/2022,JPEG,0.334855171,195,14,7,5,6/23/2022,6/24/2022
2040,f,sgs,2022,43,change,n,7/17/2022,JPEG,0.335361011,198,17,7,5,6/23/2022,6/24/2022
2041,f,sgs,2022,43,change,n,7/20/2022,JPEG,0.335902747,201,20,7,5,6/23/2022,6/24/2022
2042,f,sgs,2022,43,change,n,7/29/2022,JPEG,0.334180801,210,29,7,5,6/23/2022,6/24/2022
2043,f,sgs,2022,43,change,n,8/5/2022,JPEG,0.336779651,217,5,8,5,6/23/2022,6/24/2022
2044,f,sgs,2022,45,change,n,6/23/2022,JPEG,0.33728449,174,23,6,0,6/23/2022,6/24/2022
2060,f,sgs,2022,45,change,n,8/26/2022,JPEG,0.336659777,238,26,8,0,6/23/2022,6/24/2022
2063,f,sgs,2022,46,change,n,6/27/2022,JPEG,0.333436052,178,27,6,7.5,6/23/2022,6/24/2022
2065,f,sgs,2022,46,change,n,7/1/2022,JPEG,0.336398238,182,1,7,7.5,6/23/2022,6/24/2022
2066,f,sgs,2022,46,change,n,7/5/2022,JPEG,0.336025596,186,5,7,7.5,6/23/2022,6/24/2022
2067,f,sgs,2022,46,change,n,7/8/2022,JPEG,0.33581266,189,8,7,7.5,6/23/2022,6/24/2022
2068,f,sgs,2022,46,change,n,7/11/2022,JPEG,0.335624484,192,11,7,7.5,6/23/2022,6/24/2022
2069,f,sgs,2022,46,change,n,7/14/2022,JPEG,0.334822069,195,14,7,7.5,6/23/2022,6/24/2022
2070,f,sgs,2022,46,change,n,7/17/2022,JPEG,0.334448542,198,17,7,7.5,6/23/2022,6/24/2022
2071,f,sgs,2022,46,change,n,7/20/2022,JPEG,0.336040054,201,20,7,7.5,6/23/2022,6/24/2022
2072,f,sgs,2022,41,change,n,7/17/2022,JPEG,0.335776544,198,17,7,20,6/23/2022,6/24/2022
2075,f,sgs,2022,46,change,n,8/26/2022,JPEG,0.335739181,238,26,8,7.5,6/23/2022,6/24/2022
2085,f,sgs,2022,46,change,n,7/29/2022,JPEG,0.334393932,210,29,7,7.5,6/23/2022,6/24/2022
2086,f,sgs,2022,46,change,n,8/5/2022,JPEG,0.336634567,217,5,8,7.5,6/23/2022,6/24/2022
2087,f,sgs,2022,46,change,n,8/12/2022,JPEG,0.333738074,224,12,8,7.5,6/23/2022,6/24/2022
2088,f,sgs,2022,46,change,n,6/23/2022,JPEG,0.336646192,174,23,6,7.5,6/23/2022,6/24/2022
2089,f,sgs,2022,46,change,n,6/25/2022,JPEG,0.336673648,176,25,6,7.5,6/23/2022,6/24/2022
2098,f,sgs,2022,44,change,n,7/1/2022,JPEG,0.336547536,182,1,7,10,6/23/2022,6/24/2022
2099,f,sgs,2022,44,change,n,7/5/2022,JPEG,0.336947135,186,5,7,10,6/23/2022,6/24/2022
2100,f,sgs,2022,44,change,n,7/8/2022,JPEG,0.335595879,189,8,7,10,6/23/2022,6/24/2022
2103,f,sgs,2022,47,change,n,6/29/2022,JPEG,0.335268512,180,29,6,15,6/23/2022,6/24/2022
2106,f,sgs,2022,47,change,n,7/8/2022,JPEG,0.336376974,189,8,7,15,6/23/2022,6/24/2022
2107,f,sgs,2022,47,change,n,7/11/2022,JPEG,0.336837409,192,11,7,15,6/23/2022,6/24/2022
2108,f,sgs,2022,47,change,n,7/1/2022,JPEG,0.336663285,182,1,7,15,6/23/2022,6/24/2022
2109,f,sgs,2022,47,change,n,7/5/2022,JPEG,0.337102578,186,5,7,15,6/23/2022,6/24/2022
2110,f,sgs,2022,47,change,n,7/20/2022,JPEG,0.337161602,201,20,7,15,6/23/2022,6/24/2022
2111,f,sgs,2022,47,change,n,7/29/2022,JPEG,0.333447512,210,29,7,15,6/23/2022,6/24/2022
2112,f,sgs,2022,47,change,n,7/14/2022,JPEG,0.336092738,195,14,7,15,6/23/2022,6/24/2022
2113,f,sgs,2022,47,change,n,7/17/2022,JPEG,0.33466078,198,17,7,15,6/23/2022,6/24/2022
2114,f,sgs,2022,47,change,n,8/26/2022,JPEG,0.336238664,238,26,8,15,6/23/2022,6/24/2022
2125,f,sgs,2022,47,change,n,8/5/2022,JPEG,0.33859695,217,5,8,15,6/23/2022,6/24/2022
2126,f,sgs,2022,47,change,n,8/12/2022,JPEG,0.334497525,224,12,8,15,6/23/2022,6/24/2022
2140,f,sgs,2022,47,change,n,6/23/2022,JPEG,0.336699898,174,23,6,15,6/23/2022,6/24/2022
2141,f,sgs,2022,47,change,n,6/25/2022,JPEG,0.337264817,176,25,6,15,6/23/2022,6/24/2022
2142,f,sgs,2022,47,change,n,6/27/2022,JPEG,0.334593138,178,27,6,15,6/23/2022,6/24/2022
2146,f,sgs,2022,48,change,n,6/29/2022,JPEG,0.33533845,180,29,6,2.5,6/23/2022,6/24/2022
2147,f,sgs,2022,48,change,n,7/11/2022,JPEG,0.336673293,192,11,7,2.5,6/23/2022,6/24/2022
2148,f,sgs,2022,48,change,n,7/1/2022,JPEG,0.337385248,182,1,7,2.5,6/23/2022,6/24/2022
2149,f,sgs,2022,48,change,n,7/5/2022,JPEG,0.336058211,186,5,7,2.5,6/23/2022,6/24/2022
2150,f,sgs,2022,48,change,n,7/8/2022,JPEG,0.335641465,189,8,7,2.5,6/23/2022,6/24/2022
2151,f,sgs,2022,48,change,n,7/29/2022,JPEG,0.336595808,210,29,7,2.5,6/23/2022,6/24/2022
2152,f,sgs,2022,48,change,n,7/14/2022,JPEG,0.335912918,195,14,7,2.5,6/23/2022,6/24/2022
2153,f,sgs,2022,48,change,n,7/17/2022,JPEG,0.336264916,198,17,7,2.5,6/23/2022,6/24/2022
2154,f,sgs,2022,48,change,n,7/20/2022,JPEG,0.33640178,201,20,7,2.5,6/23/2022,6/24/2022
2165,f,sgs,2022,48,change,n,8/5/2022,JPEG,0.337944412,217,5,8,2.5,6/23/2022,6/24/2022
2166,f,sgs,2022,48,change,n,8/12/2022,JPEG,0.335858281,224,12,8,2.5,6/23/2022,6/24/2022
2167,f,sgs,2022,48,change,n,8/26/2022,JPEG,0.335531658,238,26,8,2.5,6/23/2022,6/24/2022
2184,f,sgs,2022,41,change,n,8/5/2022,JPEG,0.337797765,217,5,8,20,6/23/2022,6/24/2022
2185,f,sgs,2022,46,change,n,6/29/2022,JPEG,0.335048402,180,29,6,7.5,6/23/2022,6/24/2022
2189,f,sgs,2022,41,change,n,8/26/2022,JPEG,0.336302622,238,26,8,20,6/23/2022,6/24/2022
2190,f,sgs,2022,41,change,n,7/5/2022,JPEG,0.335960741,186,5,7,20,6/23/2022,6/24/2022
2191,f,sgs,2022,48,change,n,6/23/2022,JPEG,0.336843825,174,23,6,2.5,6/23/2022,6/24/2022
2192,f,sgs,2022,48,change,n,6/25/2022,JPEG,0.336706159,176,25,6,2.5,6/23/2022,6/24/2022
2193,f,sgs,2022,48,change,n,6/27/2022,JPEG,0.334460849,178,27,6,2.5,6/23/2022,6/24/2022
20,a,sgs,2022,1,change,pp2,6/25/2022,JPEG,0.334913218,176,25,6,30,6/27/2022,6/28/2022
21,a,sgs,2022,1,change,pp2,6/27/2022,JPEG,0.333933645,178,27,6,30,6/27/2022,6/28/2022
22,a,sgs,2022,1,change,pp2,6/29/2022,JPEG,0.335842278,180,29,6,30,6/27/2022,6/28/2022
23,a,sgs,2022,1,change,pp2,7/3/2022,JPEG,0.3391918,184,3,7,30,6/27/2022,6/28/2022
24,a,sgs,2022,1,change,pp2,7/5/2022,JPEG,0.339858267,186,5,7,30,6/27/2022,6/28/2022
25,a,sgs,2022,1,change,pp2,7/8/2022,JPEG,0.344504113,189,8,7,30,6/27/2022,6/28/2022
31,a,sgs,2022,1,change,pp2,7/29/2022,JPEG,0.351806324,210,29,7,30,6/27/2022,6/28/2022
32,a,sgs,2022,1,change,pp2,8/12/2022,JPEG,0.338313784,224,12,8,30,6/27/2022,6/28/2022
33,a,sgs,2022,1,change,pp2,8/26/2022,JPEG,0.340679195,238,26,8,30,6/27/2022,6/28/2022
34,a,sgs,2022,1,change,pp2,7/17/2022,JPEG,0.337457942,198,17,7,30,6/27/2022,6/28/2022
35,a,sgs,2022,1,change,pp2,7/20/2022,JPEG,0.339384392,201,20,7,30,6/27/2022,6/28/2022
36,a,sgs,2022,1,change,pp2,7/11/2022,JPEG,0.345828877,192,11,7,30,6/27/2022,6/28/2022
37,a,sgs,2022,1,change,pp2,7/14/2022,JPEG,0.341066294,195,14,7,30,6/27/2022,6/28/2022
38,a,sgs,2022,1,change,pp2,7/23/2022,jpg,0.337480502,204,23,7,30,6/27/2022,6/28/2022
58,a,sgs,2022,2,change,pp2,6/25/2022,JPEG,0.335008849,176,25,6,20,6/27/2022,6/28/2022
59,a,sgs,2022,2,change,pp2,6/27/2022,JPEG,0.332688549,178,27,6,20,6/27/2022,6/28/2022
60,a,sgs,2022,2,change,pp2,6/29/2022,JPEG,0.332722856,180,29,6,20,6/27/2022,6/28/2022
61,a,sgs,2022,2,change,pp2,7/3/2022,JPEG,0.341257231,184,3,7,20,6/27/2022,6/28/2022
62,a,sgs,2022,2,change,pp2,7/5/2022,JPEG,0.339077904,186,5,7,20,6/27/2022,6/28/2022
63,a,sgs,2022,2,change,pp2,7/8/2022,JPEG,0.336626685,189,8,7,20,6/27/2022,6/28/2022
64,a,sgs,2022,2,change,pp2,7/11/2022,JPEG,0.337676405,192,11,7,20,6/27/2022,6/28/2022
69,a,sgs,2022,2,change,pp2,7/17/2022,JPEG,0.331445111,198,17,7,20,6/27/2022,6/28/2022
71,a,sgs,2022,2,change,pp2,8/12/2022,JPEG,0.33154042,224,12,8,20,6/27/2022,6/28/2022
72,a,sgs,2022,2,change,pp2,8/26/2022,JPEG,0.334732698,238,26,8,20,6/27/2022,6/28/2022
73,a,sgs,2022,2,change,pp2,7/29/2022,JPEG,0.341684205,210,29,7,20,6/27/2022,6/28/2022
74,a,sgs,2022,2,change,pp2,7/20/2022,JPEG,0.332845538,201,20,7,20,6/27/2022,6/28/2022
75,a,sgs,2022,2,change,pp2,7/23/2022,JPEG,0.333640054,204,23,7,20,6/27/2022,6/28/2022
76,a,sgs,2022,2,change,pp2,7/14/2022,JPEG,0.335044695,195,14,7,20,6/27/2022,6/28/2022
77,a,sgs,2022,2,change,pp2,7/26/2022,JPEG,0.332899007,207,26,7,20,6/27/2022,6/28/2022
78,a,sgs,2022,3,change,pp2,7/20/2022,JPEG,0.335564598,201,20,7,10,6/27/2022,6/28/2022
99,a,sgs,2022,3,change,pp2,6/29/2022,JPEG,0.335634237,180,29,6,10,6/27/2022,6/28/2022
100,a,sgs,2022,3,change,pp2,7/3/2022,jpg,0.339724651,184,3,7,10,6/27/2022,6/28/2022
101,a,sgs,2022,3,change,pp2,7/5/2022,JPEG,0.340507353,186,5,7,10,6/27/2022,6/28/2022
102,a,sgs,2022,3,change,pp2,7/8/2022,JPEG,0.339603297,189,8,7,10,6/27/2022,6/28/2022
103,a,sgs,2022,3,change,pp2,7/11/2022,JPEG,0.340507431,192,11,7,10,6/27/2022,6/28/2022
104,a,sgs,2022,3,change,pp2,7/14/2022,JPEG,0.338567055,195,14,7,10,6/27/2022,6/28/2022
105,a,sgs,2022,3,change,pp2,7/17/2022,JPEG,0.335645694,198,17,7,10,6/27/2022,6/28/2022
110,a,sgs,2022,3,change,pp2,6/25/2022,JPEG,0.335209837,176,25,6,10,6/27/2022,6/28/2022
111,a,sgs,2022,3,change,pp2,6/27/2022,JPEG,0.334103178,178,27,6,10,6/27/2022,6/28/2022
112,a,sgs,2022,3,change,pp2,8/26/2022,JPEG,0.335722567,238,26,8,10,6/27/2022,6/28/2022
113,a,sgs,2022,3,change,pp2,7/23/2022,JPEG,0.335325689,204,23,7,10,6/27/2022,6/28/2022
114,a,sgs,2022,3,change,pp2,7/26/2022,JPEG,0.333870882,207,26,7,10,6/27/2022,6/28/2022
115,a,sgs,2022,3,change,pp2,7/29/2022,JPEG,0.339649373,210,29,7,10,6/27/2022,6/28/2022
116,a,sgs,2022,3,change,pp2,8/12/2022,JPEG,0.331860125,224,12,8,10,6/27/2022,6/28/2022
139,a,sgs,2022,4,change,pp2,7/3/2022,JPEG,0.340538763,184,3,7,15,6/27/2022,6/28/2022
140,a,sgs,2022,4,change,pp2,7/5/2022,JPEG,0.339971512,186,5,7,15,6/27/2022,6/28/2022
141,a,sgs,2022,4,change,pp2,7/8/2022,JPEG,0.34216748,189,8,7,15,6/27/2022,6/28/2022
142,a,sgs,2022,4,change,pp2,7/11/2022,JPEG,0.340447936,192,11,7,15,6/27/2022,6/28/2022
143,a,sgs,2022,4,change,pp2,7/14/2022,JPEG,0.337992957,195,14,7,15,6/27/2022,6/28/2022
144,a,sgs,2022,4,change,pp2,7/17/2022,JPEG,0.332967113,198,17,7,15,6/27/2022,6/28/2022
145,a,sgs,2022,4,change,pp2,7/20/2022,JPEG,0.335207731,201,20,7,15,6/27/2022,6/28/2022
146,a,sgs,2022,4,change,pp2,7/23/2022,JPEG,0.335606915,204,23,7,15,6/27/2022,6/28/2022
149,a,sgs,2022,4,change,pp2,6/25/2022,JPEG,0.335938461,176,25,6,15,6/27/2022,6/28/2022
150,a,sgs,2022,4,change,pp2,6/27/2022,jpg,0.333705927,178,27,6,15,6/27/2022,6/28/2022
151,a,sgs,2022,4,change,pp2,6/29/2022,JPEG,0.332597948,180,29,6,15,6/27/2022,6/28/2022
152,a,sgs,2022,4,change,pp2,8/26/2022,JPEG,0.337045749,238,26,8,15,6/27/2022,6/28/2022
153,a,sgs,2022,4,change,pp2,7/26/2022,JPEG,0.335303056,207,26,7,15,6/27/2022,6/28/2022
154,a,sgs,2022,4,change,pp2,7/29/2022,JPEG,0.346935259,210,29,7,15,6/27/2022,6/28/2022
155,a,sgs,2022,4,change,pp2,8/12/2022,JPEG,0.332899757,224,12,8,15,6/27/2022,6/28/2022
178,a,sgs,2022,5,change,pp2,7/3/2022,JPEG,0.34754424,184,3,7,5,6/27/2022,6/28/2022
179,a,sgs,2022,5,change,pp2,7/5/2022,JPEG,0.347580199,186,5,7,5,6/27/2022,6/28/2022
180,a,sgs,2022,5,change,pp2,7/8/2022,JPEG,0.356972839,189,8,7,5,6/27/2022,6/28/2022
181,a,sgs,2022,5,change,pp2,7/11/2022,JPEG,0.34541984,192,11,7,5,6/27/2022,6/28/2022
182,a,sgs,2022,5,change,pp2,7/14/2022,JPEG,0.339867008,195,14,7,5,6/27/2022,6/28/2022
183,a,sgs,2022,5,change,pp2,7/17/2022,JPEG,0.338227823,198,17,7,5,6/27/2022,6/28/2022
184,a,sgs,2022,5,change,pp2,7/20/2022,JPEG,0.338472189,201,20,7,5,6/27/2022,6/28/2022
185,a,sgs,2022,5,change,pp2,7/23/2022,JPEG,0.337064447,204,23,7,5,6/27/2022,6/28/2022
186,a,sgs,2022,5,change,pp2,6/29/2022,JPEG,0.335204358,180,29,6,5,6/27/2022,6/28/2022
188,a,sgs,2022,5,change,pp2,6/25/2022,JPEG,0.336009679,176,25,6,5,6/27/2022,6/28/2022
189,a,sgs,2022,5,change,pp2,6/27/2022,JPEG,0.335517227,178,27,6,5,6/27/2022,6/28/2022
190,a,sgs,2022,5,change,pp2,7/29/2022,JPEG,0.360727582,210,29,7,5,6/27/2022,6/28/2022
192,a,sgs,2022,5,change,pp2,8/26/2022,JPEG,0.340491073,238,26,8,5,6/27/2022,6/28/2022
193,a,sgs,2022,5,change,pp2,7/26/2022,JPEG,0.337110237,207,26,7,5,6/27/2022,6/28/2022
194,a,sgs,2022,5,change,pp2,8/12/2022,JPEG,0.338426186,224,12,8,5,6/27/2022,6/28/2022
195,a,sgs,2022,6,change,pp2,8/26/2022,JPEG,0.332810277,238,26,8,0,6/27/2022,6/28/2022
213,a,sgs,2022,6,change,pp2,6/25/2022,JPEG,0.335913274,176,25,6,0,6/27/2022,6/28/2022
218,a,sgs,2022,6,change,pp2,7/8/2022,JPEG,0.342946913,189,8,7,0,6/27/2022,6/28/2022
219,a,sgs,2022,6,change,pp2,7/11/2022,JPEG,0.341462998,192,11,7,0,6/27/2022,6/28/2022
220,a,sgs,2022,6,change,pp2,7/14/2022,JPEG,0.338541425,195,14,7,0,6/27/2022,6/28/2022
221,a,sgs,2022,6,change,pp2,7/17/2022,JPEG,0.337147548,198,17,7,0,6/27/2022,6/28/2022
222,a,sgs,2022,6,change,pp2,7/20/2022,JPEG,0.334291607,201,20,7,0,6/27/2022,6/28/2022
223,a,sgs,2022,6,change,pp2,7/23/2022,JPEG,0.335934976,204,23,7,0,6/27/2022,6/28/2022
224,a,sgs,2022,6,change,pp2,7/26/2022,JPEG,0.333733423,207,26,7,0,6/27/2022,6/28/2022
225,a,sgs,2022,6,change,pp2,7/29/2022,JPEG,0.33686005,210,29,7,0,6/27/2022,6/28/2022
226,a,sgs,2022,6,change,pp2,8/12/2022,JPEG,0.332364814,224,12,8,0,6/27/2022,6/28/2022
227,a,sgs,2022,6,change,pp2,6/27/2022,JPEG,0.335356301,178,27,6,0,6/27/2022,6/28/2022
228,a,sgs,2022,6,change,pp2,6/29/2022,JPEG,0.335155526,180,29,6,0,6/27/2022,6/28/2022
229,a,sgs,2022,6,change,pp2,7/3/2022,JPEG,0.340956402,184,3,7,0,6/27/2022,6/28/2022
230,a,sgs,2022,6,change,pp2,7/5/2022,JPEG,0.343832843,186,5,7,0,6/27/2022,6/28/2022
253,a,sgs,2022,7,change,pp2,6/25/2022,JPEG,0.332587991,176,25,6,7.5,6/27/2022,6/28/2022
254,a,sgs,2022,7,change,pp2,6/27/2022,JPEG,0.330896478,178,27,6,7.5,6/27/2022,6/28/2022
255,a,sgs,2022,7,change,pp2,6/29/2022,JPEG,0.330530673,180,29,6,7.5,6/27/2022,6/28/2022
256,a,sgs,2022,7,change,pp2,7/3/2022,JPEG,0.334490393,184,3,7,7.5,6/27/2022,6/28/2022
257,a,sgs,2022,7,change,pp2,7/5/2022,JPEG,0.333259262,186,5,7,7.5,6/27/2022,6/28/2022
258,a,sgs,2022,7,change,pp2,7/8/2022,JPEG,0.332803669,189,8,7,7.5,6/27/2022,6/28/2022
259,a,sgs,2022,7,change,pp2,7/11/2022,JPEG,0.334542177,192,11,7,7.5,6/27/2022,6/28/2022
260,a,sgs,2022,7,change,pp2,7/14/2022,JPEG,0.336626225,195,14,7,7.5,6/27/2022,6/28/2022
261,a,sgs,2022,7,change,pp2,7/17/2022,JPEG,0.335370828,198,17,7,7.5,6/27/2022,6/28/2022
262,a,sgs,2022,7,change,pp2,7/20/2022,JPEG,0.333961077,201,20,7,7.5,6/27/2022,6/28/2022
263,a,sgs,2022,7,change,pp2,7/23/2022,JPEG,0.336482614,204,23,7,7.5,6/27/2022,6/28/2022
264,a,sgs,2022,7,change,pp2,7/26/2022,JPEG,0.336665065,207,26,7,7.5,6/27/2022,6/28/2022
265,a,sgs,2022,7,change,pp2,7/29/2022,JPEG,0.335586287,210,29,7,7.5,6/27/2022,6/28/2022
266,a,sgs,2022,7,change,pp2,8/12/2022,JPEG,0.336704772,224,12,8,7.5,6/27/2022,6/28/2022
267,a,sgs,2022,7,change,pp2,8/26/2022,JPEG,0.339395548,238,26,8,7.5,6/27/2022,6/28/2022
292,a,sgs,2022,8,change,pp2,6/25/2022,JPEG,0.335529019,176,25,6,2.5,6/27/2022,6/28/2022
293,a,sgs,2022,8,change,pp2,6/27/2022,JPEG,0.333917078,178,27,6,2.5,6/27/2022,6/28/2022
294,a,sgs,2022,8,change,pp2,6/29/2022,JPEG,0.332896103,180,29,6,2.5,6/27/2022,6/28/2022
295,a,sgs,2022,8,change,pp2,7/3/2022,JPEG,0.342208711,184,3,7,2.5,6/27/2022,6/28/2022
296,a,sgs,2022,8,change,pp2,7/5/2022,JPEG,0.343454237,186,5,7,2.5,6/27/2022,6/28/2022
297,a,sgs,2022,8,change,pp2,7/8/2022,JPEG,0.343974409,189,8,7,2.5,6/27/2022,6/28/2022
298,a,sgs,2022,8,change,pp2,7/11/2022,JPEG,0.342926507,192,11,7,2.5,6/27/2022,6/28/2022
299,a,sgs,2022,8,change,pp2,7/14/2022,JPEG,0.338127282,195,14,7,2.5,6/27/2022,6/28/2022
300,a,sgs,2022,8,change,pp2,7/17/2022,JPEG,0.334014433,198,17,7,2.5,6/27/2022,6/28/2022
301,a,sgs,2022,8,change,pp2,7/20/2022,JPEG,0.335585864,201,20,7,2.5,6/27/2022,6/28/2022
302,a,sgs,2022,8,change,pp2,7/23/2022,JPEG,0.337713953,204,23,7,2.5,6/27/2022,6/28/2022
